Comment,Emotion,processed_text
i did that at the recent french open with the claret jug so i now feel somewhat reluctant i got close to the claret jug in france as i felt afterwards i want to be able to do that till hopefully win the open and then get to bond it for the next twelve months,fear,recent french open claret jug feel somewhat reluct got close claret jug franc felt afterward want abl till hope win open get bond next twelv month
i feel clever nov,joy,feel clever nov
i feel weird when yuuki talks to other girls,fear,feel weird yuuki talk girl
i love the response i get from the students and it is such a good feeling when someone who is obviously shy comes and talks to you even if their english isnt great,fear,love respons get student good feel someon obvious shi come talk even english isnt great
i feel like its at times like these when things seem a little more uncertain that i thank god more for the small things,fear,feel like time like thing seem littl uncertain thank god small thing
i feel less intelligent after watching this,joy,feel le intellig watch
im feeling cranky and horrible,anger,im feel cranki horribl
i compare it to mine i feel irritated but i tried to be realistic to calm my self down,anger,compar mine feel irrit tri realist calm self
i see but i feel confused by all about you lately,fear,see feel confus late
i feel with aconfident heart i can be the overcomet that god wants me to be so i am eager to learn,joy,feel aconfid heart overcomet god want eager learn
i feel like i can still hear her cute voice in my ears,joy,feel like still hear cute voic ear
i feel content sending packet after packet out into the world,joy,feel content send packet packet world
i began to feel a cranky feeling of why the hell do i do what i do,anger,began feel cranki feel hell
i listen to it a feel peaceful and happy and who couldnt use a big dose of that in their lives,joy,listen feel peac happi couldnt use big dose life
i feel like the class clown because im the only outgoing person there,joy,feel like class clown im outgo person
i am not strong that i feel scared lonely lost and confused,fear,strong feel scare lone lost confus
id done that though it kind of did a on me and i found myself sympathizing with the demons as the church called them and feeling more disgusted with the people who were supposed to be trying to fight them off,anger,id done though kind found sympath demon church call feel disgust peopl suppos tri fight
i was way up ahead of raphael and laiya jennifer had stayed behind to watch our stuff since i was feeling particularly energetic and scampering up the mountain,joy,way ahead raphael laiya jennif stay behind watch stuff sinc feel particularli energet scamper mountain
i get platitudes from well meaning folks that can make me feel like i should be bothered about things that don t bother me,anger,get platitud well mean folk make feel like bother thing bother
